site,pid,hab,method,secs,d_eff,area_ha,win_px,res,area_ratio,iou_orig,edge_pct,contrast,in_std,compact
millbrook,40,"LFENS, RBEDS",orig,0.0,4.0,0.044129579999997864,109136,0.2999328380672917,1.0,1.0,0.4734193717171614,0.5267298817634583,0.12142297625541687,1.3666459785612006
millbrook,40,"LFENS, RBEDS",grabcut2,0.25,4.0,0.044129579999997864,109136,0.2999328380672917,1.071268123340821,0.6221013913321606,0.8290890330806124,0.9646428227424622,0.12477520853281021,1.1892630135726834
millbrook,41,"LFENS, RBEDS",orig,0.0,4.0,0.14471905475488567,999715,0.2999328380672917,1.0,1.0,0.5897776786878278,0.10407282412052155,0.2464606761932373,33.18379574864594
millbrook,41,"LFENS, RBEDS",grabcut2,1.59,4.0,0.14471905475488567,999715,0.2999328380672917,0.09416733958630971,0.08607189099204636,0.8578874214445233,0.39562925696372986,0.1545465886592865,1.5170111660144376
millbrook,42,"LFENS, RBEDS",orig,0.0,5.663569101949025,0.08029904499998931,128520,0.2999328380672917,1.0,1.0,0.45399738427606984,0.3735331594944,0.1257561445236206,0.9353627424708771
millbrook,42,"LFENS, RBEDS",grabcut2,0.43,5.663569101949025,0.08029904499998931,128520,0.2999328380672917,0.8034934497816594,0.597441237726867,0.6499807146914505,0.34748250246047974,0.13333478569984436,1.0181059204517713
millbrook,43,"LFENS, RBEDS",orig,0.0,4.0,0.0353469200000055,100300,0.2999328380672917,1.0,1.0,0.7369672464089215,0.20994313061237335,0.0452999472618103,1.1959710148426224
millbrook,43,"LFENS, RBEDS",grabcut2,0.14,4.0,0.0353469200000055,100300,0.2999328380672917,1.5212522270297786,0.6419691695673794,0.875957282473567,0.6695534586906433,0.04829121381044388,1.3976450816475494
millbrook,44,"LFENS, RBEDS",orig,0.0,5.439831916461374,0.07164957500003065,118650,0.2999328380672917,1.0,1.0,0.730257624042577,0.46859827637672424,0.16261520981788635,0.9792897010281304
millbrook,44,"LFENS, RBEDS",grabcut2,0.18,5.439831916461374,0.07164957500003065,118650,0.2999328380672917,0.7669890717246577,0.711730348016549,0.9003261292717677,0.6042674779891968,0.11995653808116913,1.2931664942919519
millbrook,45,"LFENS, RBEDS",orig,0.0,4.0,0.04567973499997606,113076,0.2999328380672917,1.0,1.0,0.7126562534801242,0.9667340517044067,0.13931947946548462,1.1428679424152062
millbrook,45,"LFENS, RBEDS",grabcut2,0.2,4.0,0.04567973499997606,113076,0.2999328380672917,0.7994483845547675,0.7237214568786563,0.7863336299343939,0.7785001993179321,0.14360642433166504,1.0737663952611904
millbrook,46,"LFENS, RBEDS",orig,0.0,4.0,0.027675240000004788,101352,0.2999328380672917,1.0,1.0,0.5334920460282639,0.8838233947753906,0.12144114077091217,1.1638561279404724
