site,pid,hab,method,secs,d_eff,area_ha,win_px,res,area_ratio,iou_orig,edge_pct,contrast,in_std,compact
millbrook,11,DWOOD,sam2,1.66,5.371379432091006,0.2070589935649336,331520,0.2999328380672917,0.7139318616374065,0.6116127977771422,0.6524722349722961,0.45152777433395386,0.0830674096941948,4.566857559793831
millbrook,11,DWOOD,sam2iter,1.89,5.371379432091006,0.2070589935649336,331520,0.2999328380672917,0.8775856075091256,0.7119819320072905,0.7001122477091857,0.5157581567764282,0.09160681068897247,2.6949908659048503
millbrook,11,DWOOD,sam2tile,1.67,5.371379432091006,0.2070589935649336,331520,0.2999328380672917,0.9238223535546671,0.8530408940605249,0.7128081541911074,0.5487437844276428,0.09355976432561874,2.8659156899367892
millbrook,12,DWOOD,sam2,1.98,14.233595642854434,1.104746217074816,501772,0.2999328380672917,1.2558084612565659,0.6742237883119473,0.7440289006562016,0.831474781036377,0.11224497854709625,6.167154190454499
millbrook,12,DWOOD,sam2iter,2.09,14.233595642854434,1.104746217074816,501772,0.2999328380672917,1.0052363695590212,0.7294801017039628,0.7173582415614563,0.8186696171760559,0.09554972499608994,5.384395405781927
millbrook,12,DWOOD,sam2tile,2.82,14.233595642854434,1.104746217074816,501772,0.2999328380672917,0.9742823404861761,0.9535370953835245,0.70684516536449,0.3807290494441986,0.12719900906085968,2.7410483587326318
millbrook,13,DWOOD,sam2,1.5,4.0,0.11837667283143123,265815,0.2999328380672917,0.9300205151584227,0.6061334176414797,0.7419821717263646,0.7094966769218445,0.09698594361543655,2.8750937381051234
millbrook,13,DWOOD,sam2iter,1.54,4.0,0.11837667283143123,265815,0.2999328380672917,1.0410303168452246,0.7245762711864406,0.7758155829358094,0.737204372882843,0.0956151932477951,3.095163461560143
millbrook,13,DWOOD,sam2tile,1.54,4.0,0.11837667283143123,265815,0.2999328380672917,0.9422536281437581,0.8215634575643127,0.7446691874382941,0.7361208200454712,0.09328960627317429,2.9585095604399054
millbrook,14,DWOOD,sam2,1.08,4.5772551069294956,0.06018478799996145,113696,0.2999328380672917,0.9633836496786728,0.7462448491293368,0.6657418361303639,0.26227253675460815,0.06099274009466171,1.39372916966356
millbrook,14,DWOOD,sam2iter,1.2,4.5772551069294956,0.06018478799996145,113696,0.2999328380672917,1.0298908982214916,0.8297184426781624,0.6522770832938655,0.3738388419151306,0.05969608202576637,1.2197606199449604
millbrook,14,DWOOD,sam2tile,1.07,4.5772551069294956,0.06018478799996145,113696,0.2999328380672917,0.959198923927664,0.911211546872722,0.6429206901326752,0.37799137830734253,0.062252409756183624,1.20697871457911
millbrook,15,DWOOD,sam2,3.19,7.122282442741447,0.9507631216995848,813400,0.2999328380672917,1.2301026441511755,0.6234607862042368,0.6250241076052873,0.08399349451065063,0.12077539414167404,14.413645484501686
millbrook,15,DWOOD,sam2iter,3.09,7.122282442741447,0.9507631216995848,813400,0.2999328380672917,0.6079277233811078,0.5606813277627289,0.5892744237891617,0.39328259229660034,0.09523868560791016,4.4845640692447795
millbrook,15,DWOOD,sam2tile,5.37,7.122282442741447,0.9507631216995848,813400,0.2999328380672917,0.9955063620453148,0.9072397985478811,0.6628814602891344,0.3691995143890381,0.10630687326192856,5.541496676712925
millbrook,16,DWOOD,sam2,6.06,10.131336930857248,1.909376633348928,1907061,0.2999328380672917,1.1446338809141317,0.669300722379084,0.6606746855446608,0.0694827288389206,0.12295456975698471,15.815600293335415
millbrook,16,DWOOD,sam2iter,6.32,10.131336930857248,1.909376633348928,1907061,0.2999328380672917,0.9726241007787362,0.7687264770610425,0.6671065314065481,0.3150642514228821,0.10367685556411743,8.91399079578893
millbrook,16,DWOOD,sam2tile,11.62,10.131336930857248,1.909376633348928,1907061,0.2999328380672917,1.015178996264139,0.9347596001628297,0.6987173792105525,0.1908755600452423,0.10968408733606339,6.793242573636625
millbrook,17,DWOOD,sam2,2.56,9.527706710516336,0.7063007670300893,597536,0.2999328380672917,1.157932272895149,0.6669093270110477,0.6175292067448693,0.4234257638454437,0.11665768176317215,5.483310699639319
millbrook,17,DWOOD,sam2iter,2.82,9.527706710516336,0.7063007670300893,597536,0.2999328380672917,0.9787445396772838,0.7811876647942222,0.5967017541604823,0.5034918785095215,0.1005893424153328,3.9333142012167324
millbrook,17,DWOOD,sam2tile,3.62,9.527706710516336,0.7063007670300893,597536,0.2999328380672917,0.9866023102100075,0.9171633994960978,0.60676727698107,0.5890265703201294,0.10252518951892853,3.031855543858598
millbrook,18,DWOOD,sam2,2.28,15.0,2.10546882388957,722800,0.2999328380672917,0.9761162144840846,0.7665999511092098,0.6175258210480287,0.3056787848472595,0.31784409284591675,2.111329718276089
millbrook,18,DWOOD,sam2iter,2.32,15.0,2.10546882388957,722800,0.2999328380672917,0.9473787652211066,0.8005427890825917,0.5557983569611481,0.22449448704719543,0.33235374093055725,2.157738328292402
millbrook,18,DWOOD,sam2tile,3.92,15.0,2.10546882388957,722800,0.2999328380672917,0.9240760521256142,0.8921190069032743,0.6176446252911407,0.14128968119621277,0.3610309660434723,2.3384035756401387
millbrook,19,DWOOD,sam2,2.16,8.037085931799671,0.627208570999743,438600,0.2999328380672917,1.1736952402824827,0.7565040886156701,0.6994992448468056,0.7432341575622559,0.05167192965745926,2.398837085125248
millbrook,19,DWOOD,sam2iter,2.27,8.037085931799671,0.627208570999743,438600,0.2999328380672917,1.21415858069702,0.7618987789973843,0.703331583164567,0.7904723882675171,0.05217047035694122,2.207999191110516
millbrook,19,DWOOD,sam2tile,2.98,8.037085931799671,0.627208570999743,438600,0.2999328380672917,0.9779095136935179,0.9093390605514757,0.67371365296958,0.16814659535884857,0.047343648970127106,2.762935792445693
millbrook,20,DWOOD,sam2,1.21,6.306027601305579,0.15293272652650902,177472,0.2999328380672917,0.9245382896129867,0.6584389254941713,0.4490749352257033,0.1931094527244568,0.15846578776836395,1.9272388870383153
millbrook,20,DWOOD,sam2iter,1.31,6.306027601305579,0.15293272652650902,177472,0.2999328380672917,0.8688389601223385,0.793722479394829,0.393420136480901,0.13541096448898315,0.15768888592720032,2.276027736810377
millbrook,20,DWOOD,sam2tile,1.2,6.306027601305579,0.15293272652650902,177472,0.2999328380672917,0.9575932243265498,0.9386649580615097,0.430450471598629,0.02950477972626686,0.16261105239391327,1.8008869119607442
millbrook,21,DWOOD,sam2,1.28,6.623356340349719,0.16836399749982714,189888,0.2999328380672917,0.9084789229043115,0.7457237806666015,0.6786131825075834,0.24519023299217224,0.07630400359630585,2.088295557699303
millbrook,21,DWOOD,sam2iter,1.29,6.623356340349719,0.16836399749982714,189888,0.2999328380672917,0.9268579366351445,0.8471190781049937,0.7104204774635335,0.31102389097213745,0.07999949902296066,1.7519337239286672
